user_id,avg_order_value,country,favorite_category,state,total_orders,total_spent,total_sessions,avg_session_duration_sec,personal_conversion_rate_pct,primary_device,primary_referrer,converted_sessions,engagement_score,clv_score,clv_tier
user_000482,875.96,SV,cat_007,UT,12,10511.55,47,1912.0,21.28,mobile,affiliate,10,34.74,39.93,Low Value
user_000483,857.2,LA,cat_015,MH,15,12857.99,53,1877.0,20.75,desktop,affiliate,11,36.81,46.6,Medium Value
user_000484,951.35,IE,cat_014,PW,15,14270.3,51,2196.0,13.73,mobile,social,7,35.5,48.31,Medium Value
user_000485,946.11,DK,cat_003,FM,18,17029.95,48,1962.0,20.83,desktop,direct,10,35.26,54.65,High Value
user_000486,692.66,BR,cat_005,VI,18,12467.86,50,1762.0,26.0,mobile,email,13,36.61,47.89,Medium Value
user_000487,1066.44,NO,cat_021,VT,12,12797.23,50,1710.0,16.0,mobile,affiliate,8,33.35,43.01,Low Value
user_000488,1029.1,MH,cat_019,CA,12,12349.23,57,1804.0,10.53,desktop,affiliate,6,34.98,42.99,Low Value
user_000489,994.89,BF,cat_014,WV,15,14923.38,68,1791.0,16.18,desktop,search_engine,11,41.01,51.74,High Value
user_000490,951.0,MZ,cat_017,AL,16,15216.08,45,1772.0,26.67,mobile,email,12,34.86,50.22,Medium Value
user_000491,857.08,CF,cat_014,VT,22,18855.69,57,1939.0,28.07,mobile,search_engine,16,40.92,62.7,Premium
user_000492,886.89,QA,cat_018,NV,13,11529.54,62,1983.0,14.52,desktop,email,9,39.07,44.11,Medium Value
user_000493,740.68,JM,cat_024,MD,12,8888.13,45,1963.0,17.78,mobile,search_engine,8,33.15,36.63,Low Value
user_000494,1340.47,TO,cat_024,MP,23,30830.85,58,1968.0,29.31,mobile,search_engine,17,41.83,83.03,Premium
user_000495,1074.3,IN,cat_009,ID,12,12891.55,51,2038.0,17.65,mobile,social,9,35.89,44.26,Medium Value
user_000496,941.02,BT,cat_011,FL,15,14115.27,42,1654.0,21.43,mobile,email,9,31.5,46.33,Medium Value
user_000497,1269.11,PH,cat_012,WI,18,22844.05,60,1899.0,20.0,tablet,affiliate,12,39.5,65.84,Premium
user_000498,969.66,IQ,cat_008,VI,9,8726.96,35,1928.0,8.57,desktop,affiliate,3,26.21,31.37,Low Value
user_000499,1156.48,GM,cat_021,PA,15,17347.17,50,1853.0,18.0,tablet,affiliate,9,34.67,52.9,High Value
user_000500,1353.32,CY,cat_019,WY,14,18946.49,51,1843.0,11.76,mobile,email,6,33.14,54.15,High Value
user_000501,1067.06,MN,cat_013,IA,13,13871.74,63,1819.0,15.87,desktop,search_engine,10,39.06,47.87,Medium Value
user_000502,934.55,MY,cat_015,UT,17,15887.28,43,1684.0,25.58,tablet,direct,11,33.29,51.29,High Value
user_000503,539.56,BY,cat_004,CA,9,4856.04,55,1841.0,21.82,mobile,email,12,37.75,30.13,Low Value
user_000504,1363.77,SV,cat_005,PA,11,15001.48,43,1951.0,23.26,mobile,email,10,33.93,46.14,Medium Value
user_000505,1476.52,MY,cat_008,ME,7,10335.67,36,1999.0,11.11,desktop,direct,4,27.73,33.28,Low Value
user_000506,1257.48,SA,cat_008,NY,18,22634.65,45,1932.0,26.67,desktop,social,12,35.66,63.84,Premium
user_000507,957.57,NR,cat_008,NC,18,17236.24,54,1720.0,18.52,mobile,social,10,35.76,55.19,High Value
user_000508,1109.82,ML,cat_005,WA,12,13317.79,48,1663.0,20.83,desktop,affiliate,10,33.76,44.02,Medium Value
user_000509,868.56,KW,cat_017,NC,14,12159.78,46,1889.0,17.39,tablet,search_engine,8,33.06,43.19,Low Value
user_000510,1104.91,KM,cat_003,OH,16,17678.61,50,1967.0,14.0,tablet,social,7,34.04,53.83,High Value
user_000511,879.88,AZ,cat_017,HI,18,15837.77,59,1777.0,25.42,mobile,direct,15,40.11,54.82,High Value
user_000512,1199.06,PA,cat_001,AZ,16,19184.97,62,1868.0,22.58,tablet,social,14,40.91,59.22,Premium
user_000513,916.49,WS,cat_010,PR,11,10081.42,37,1750.0,10.81,desktop,email,4,26.79,35.14,Low Value
user_000514,1038.24,DO,cat_002,MP,13,13497.07,49,1899.0,14.29,desktop,affiliate,7,33.38,44.81,Medium Value
user_000515,917.05,SL,cat_001,AL,12,11004.56,37,1855.0,18.92,mobile,email,7,29.75,38.57,Low Value
user_000516,806.16,LS,cat_020,FM,12,9673.92,57,1801.0,12.28,desktop,email,7,35.49,38.91,Low Value
user_000517,1328.16,LI,cat_009,MP,21,27891.28,51,1768.0,31.37,mobile,search_engine,16,38.65,75.59,Premium
user_000518,1041.28,KM,cat_012,PA,15,15619.15,36,1824.0,13.89,desktop,affiliate,5,27.69,47.1,Medium Value
user_000519,733.55,GH,cat_006,DC,18,13203.91,57,1852.0,21.05,tablet,affiliate,12,38.38,49.84,Medium Value
user_000520,1230.35,BN,cat_008,WA,14,17224.88,51,1733.0,11.76,desktop,social,6,32.59,51.14,High Value
user_000521,942.26,MZ,cat_014,WI,15,14133.89,48,1904.0,20.83,desktop,affiliate,10,34.97,47.86,Medium Value
user_000522,923.99,KH,cat_024,LA,14,12935.82,52,1860.0,17.31,mobile,email,9,35.29,45.4,Medium Value
user_000523,602.59,KR,cat_014,WA,14,8436.25,52,1753.0,25.0,mobile,affiliate,13,37.07,38.93,Low Value
user_000524,981.21,FR,cat_016,NY,19,18643.06,50,2048.0,28.0,mobile,search_engine,14,38.64,59.37,Premium
user_000525,975.29,TW,cat_020,CO,10,9752.92,61,1741.0,21.31,desktop,social,13,39.5,39.43,Low Value
user_000526,1208.27,BB,cat_015,CO,16,19332.39,51,1688.0,17.65,mobile,affiliate,9,34.14,56.54,High Value
user_000527,969.09,SA,cat_009,FL,15,14536.41,55,1774.0,18.18,desktop,affiliate,10,36.32,49.09,Medium Value
user_000528,1264.02,QA,cat_021,PW,15,18960.37,53,1910.0,20.75,mobile,affiliate,11,36.98,56.5,High Value
user_000529,841.8,KE,cat_001,NE,10,8417.97,48,2018.0,10.42,mobile,search_engine,5,32.42,34.22,Low Value
user_000530,1137.81,BY,cat_007,MT,23,26169.56,41,1888.0,26.83,tablet,search_engine,11,33.89,72.1,Premium
user_000531,826.15,SC,cat_000,CO,14,11566.09,46,1940.0,30.43,mobile,affiliate,14,37.23,44.04,Medium Value
user_000532,1130.67,MX,cat_024,MP,12,13567.99,52,1715.0,17.31,desktop,social,9,34.57,44.78,Medium Value
user_000533,925.32,SV,cat_004,WV,18,16655.69,53,2046.0,18.87,mobile,direct,10,37.09,54.83,High Value
user_000534,947.42,ER,cat_000,IL,18,17053.63,59,1737.0,27.12,mobile,search_engine,16,40.42,56.91,High Value
user_000535,1237.86,SN,cat_021,NE,25,30946.45,46,1912.0,19.57,desktop,affiliate,9,33.83,81.1,Premium
user_000536,978.72,NA,cat_023,UT,15,14680.75,47,1729.0,19.15,tablet,direct,9,33.19,47.97,Medium Value
user_000537,939.25,GQ,cat_021,UT,16,15027.98,44,1710.0,22.73,mobile,affiliate,10,32.97,49.1,Medium Value
user_000538,1197.11,ET,cat_023,AL,11,13168.26,50,1735.0,16.0,desktop,social,8,33.48,42.99,Low Value
user_000539,1489.41,CF,cat_014,NJ,20,29788.26,52,1549.0,17.31,mobile,direct,9,33.74,75.86,Premium
user_000540,1273.77,CY,cat_008,NH,17,21654.15,45,1690.0,20.0,tablet,email,9,32.45,60.21,Premium
user_000541,1097.06,RU,cat_009,NV,20,21941.28,58,1761.0,20.69,mobile,direct,12,38.21,65.16,Premium
user_000542,1414.3,MX,cat_024,MP,16,22628.8,46,1739.0,26.09,mobile,direct,12,34.92,62.18,Premium
user_000543,1341.39,TT,cat_010,WA,13,17438.06,52,1890.0,9.62,tablet,direct,5,33.14,51.05,High Value
user_000544,1025.44,SG,cat_016,NM,16,16407.09,39,1818.0,28.21,mobile,direct,11,33.15,51.4,High Value
user_000545,1116.52,AM,cat_005,NC,10,11165.15,41,1870.0,12.2,mobile,email,5,29.41,37.35,Low Value
user_000546,1476.16,PY,cat_004,FM,15,22142.43,56,1845.0,16.07,desktop,affiliate,9,36.45,61.39,Premium
user_000547,1046.72,DK,cat_010,AK,26,27214.61,57,1792.0,24.56,tablet,social,14,39.13,78.05,Premium
user_000548,1057.21,TZ,cat_013,IN,13,13743.69,56,1775.0,12.5,mobile,search_engine,7,35.03,45.92,Medium Value
user_000549,1169.17,LC,cat_022,VA,14,16368.43,52,1568.0,13.46,mobile,email,7,32.68,49.8,Medium Value
user_000550,973.22,GE,cat_023,RI,14,13625.04,53,1881.0,26.42,tablet,social,14,38.53,47.91,Medium Value
user_000551,993.97,UZ,cat_008,GA,13,12921.58,50,1951.0,18.0,mobile,affiliate,9,35.16,44.66,Medium Value
user_000552,1166.96,BE,cat_000,OH,10,11669.56,53,1822.0,16.98,tablet,search_engine,9,35.4,40.75,Low Value
user_000553,988.3,SC,cat_013,HI,10,9882.99,51,2119.0,11.76,tablet,search_engine,6,34.52,37.49,Low Value
user_000554,1128.88,TJ,cat_005,DE,15,16933.26,47,1773.0,17.02,tablet,social,8,32.77,51.42,High Value
user_000555,953.82,TH,cat_017,WI,16,15261.07,45,1627.0,24.44,desktop,email,11,33.47,49.69,Medium Value
user_000556,854.36,PK,cat_012,AS,16,13669.72,50,1756.0,22.0,desktop,social,11,35.38,47.96,Medium Value
user_000557,988.24,TJ,cat_010,GU,16,15811.82,48,1960.0,25.0,desktop,email,12,36.5,51.89,High Value
user_000558,460.29,ZA,cat_010,GA,8,3682.34,47,1709.0,23.4,desktop,social,11,34.36,26.11,Low Value
user_000559,946.97,KH,cat_004,FL,10,9469.72,58,1638.0,13.79,tablet,social,8,35.53,37.26,Low Value
user_000560,1065.72,AF,cat_003,WI,12,12788.59,50,1515.0,22.0,desktop,email,11,34.18,43.35,Medium Value
user_000561,1222.51,IQ,cat_012,CO,11,13447.63,38,1785.0,18.42,mobile,affiliate,7,29.65,41.79,Low Value
user_000562,774.17,GB,cat_010,FL,13,10064.27,44,1795.0,20.45,desktop,social,9,32.71,39.0,Low Value
user_000563,854.89,NE,cat_010,MT,20,17097.85,50,1932.0,40.0,mobile,search_engine,20,41.66,58.85,Premium
user_000564,1112.17,AG,cat_024,FL,15,16682.58,54,1532.0,24.07,mobile,search_engine,13,36.48,52.61,High Value
user_000565,1045.14,DM,cat_017,WI,17,17767.41,41,1746.0,17.07,mobile,direct,7,30.25,53.0,High Value
user_000566,1273.9,TR,cat_010,MH,14,17834.61,44,1746.0,20.45,desktop,search_engine,9,32.47,52.07,High Value
user_000567,842.15,KI,cat_016,VI,18,15158.76,50,2108.0,14.0,desktop,affiliate,7,34.74,51.41,High Value
user_000568,881.58,SM,cat_011,MH,17,14986.82,49,1898.0,20.41,tablet,direct,10,35.21,50.67,High Value
user_000569,1111.05,ST,cat_009,FM,19,21109.97,50,1787.0,18.0,mobile,affiliate,9,34.34,61.48,Premium
user_000570,1018.86,FJ,cat_021,WI,16,16301.74,51,1785.0,25.49,desktop,search_engine,13,36.97,52.88,High Value
user_000571,879.35,SR,cat_009,NC,13,11431.53,50,1618.0,16.0,tablet,email,8,32.89,41.28,Low Value
user_000572,978.45,AT,cat_000,AK,19,18590.64,57,2036.0,26.32,desktop,social,15,40.88,60.25,Premium
user_000573,1257.56,NO,cat_017,VA,11,13833.21,45,1618.0,17.78,mobile,social,8,31.42,43.18,Low Value
user_000574,866.77,CM,cat_010,MI,18,15601.85,56,1496.0,21.43,mobile,search_engine,12,36.31,52.8,High Value
user_000575,1109.59,LU,cat_007,NH,16,17753.47,55,1805.0,25.45,tablet,affiliate,14,38.66,55.95,High Value
user_000576,1054.59,VC,cat_009,TN,13,13709.7,35,2080.0,14.29,tablet,affiliate,5,28.69,43.13,Low Value
user_000577,1023.15,LR,cat_009,CT,16,16370.34,59,1840.0,18.64,mobile,search_engine,11,38.39,53.6,High Value
user_000578,859.14,NO,cat_018,VT,13,11168.76,40,2111.0,30.0,desktop,search_engine,12,35.56,42.01,Low Value
user_000579,1449.2,PE,cat_014,IL,20,28983.92,59,1842.0,27.12,mobile,search_engine,16,40.95,77.68,Premium
user_000580,1278.62,MY,cat_002,WI,14,17900.66,46,1838.0,8.7,tablet,search_engine,4,30.2,51.2,High Value
user_000581,1102.66,NI,cat_002,VA,12,13231.95,48,1859.0,12.5,mobile,email,6,32.25,43.23,Low Value
user_000582,1188.17,MA,cat_011,DC,13,15446.15,47,1765.0,12.77,mobile,email,6,31.46,47.12,Medium Value
user_000583,1165.42,DJ,cat_022,WA,13,15150.47,53,1683.0,30.19,desktop,email,16,38.67,49.76,Medium Value
user_000584,1029.51,MN,cat_004,DE,15,15442.69,54,2096.0,24.07,mobile,search_engine,13,39.3,51.84,High Value
user_000585,887.92,KI,cat_008,MN,27,23973.83,66,1979.0,28.79,desktop,search_engine,19,44.93,76.0,Premium
user_000586,1042.61,BE,cat_005,MT,13,13553.91,48,2155.0,22.92,mobile,search_engine,11,36.85,46.41,Medium Value
user_000587,577.28,CM,cat_010,AL,6,3463.71,42,1911.0,14.29,mobile,social,6,30.64,22.81,Low Value
user_000588,1114.98,PG,cat_012,OK,18,20069.56,56,1694.0,26.79,tablet,email,15,38.91,61.12,Premium
user_000589,914.02,CU,cat_010,WV,15,13710.33,44,1690.0,20.45,tablet,affiliate,9,32.19,45.98,Medium Value
user_000590,1205.34,ZA,cat_010,VI,21,25312.22,53,1706.0,30.19,desktop,affiliate,16,38.79,71.5,Premium
user_000591,782.39,SR,cat_005,MA,13,10171.01,52,1773.0,21.15,desktop,email,11,36.01,40.6,Low Value
user_000592,1442.28,DM,cat_023,VI,17,24518.7,48,1792.0,20.83,tablet,affiliate,10,34.41,65.67,Premium
user_000593,847.35,TJ,cat_024,SD,15,12710.19,52,1619.0,23.08,mobile,search_engine,12,35.82,45.94,Medium Value
user_000594,900.25,AM,cat_012,NY,10,9002.46,45,1517.0,13.33,mobile,affiliate,6,29.58,33.94,Low Value
user_000595,1012.84,HN,cat_023,IL,17,17218.34,54,1654.0,25.93,mobile,direct,14,37.65,55.32,High Value
user_000596,1069.29,LI,cat_024,PA,12,12831.43,39,1479.0,23.08,desktop,direct,9,29.92,41.58,Low Value
user_000597,1131.95,SM,cat_019,AK,10,11319.55,55,1831.0,16.36,mobile,social,9,36.06,40.47,Low Value
user_000598,814.59,EG,cat_018,FL,18,14662.55,53,1834.0,24.53,tablet,search_engine,13,37.73,51.9,High Value
user_000599,1591.36,VE,cat_014,AR,20,31827.13,49,2074.0,22.45,desktop,social,11,36.71,80.42,Premium
user_000600,914.72,NG,cat_005,FL,11,10061.9,46,1810.0,21.74,tablet,social,10,33.97,38.21,Low Value
user_000601,814.48,SA,cat_012,IA,17,13846.13,47,2039.0,25.53,tablet,affiliate,12,36.65,49.46,Medium Value
user_000602,782.28,NE,cat_023,OH,18,14081.02,43,1714.0,25.58,desktop,email,11,33.44,49.11,Medium Value
user_000603,1366.45,GQ,cat_008,OR,15,20496.74,58,1783.0,20.69,desktop,affiliate,12,38.32,59.55,Premium
user_000604,1023.81,BS,cat_002,NV,17,17404.72,54,1767.0,27.78,tablet,search_engine,15,38.77,56.1,High Value
user_000605,1078.1,HN,cat_023,GA,17,18327.76,49,1788.0,22.45,tablet,direct,11,35.28,56.08,High Value
user_000606,901.57,VN,cat_018,MP,13,11720.38,55,1893.0,20.0,desktop,email,11,37.47,43.72,Medium Value
user_000607,1118.65,US,cat_017,KY,16,17898.44,50,1543.0,34.0,mobile,affiliate,17,37.92,55.86,High Value
user_000608,1401.39,SE,cat_017,OR,14,19619.48,48,1907.0,18.75,tablet,direct,9,34.36,55.76,High Value
user_000609,1205.09,CU,cat_015,MP,18,21691.67,52,2077.0,23.08,mobile,social,12,38.11,63.38,Premium
user_000610,1302.8,LB,cat_002,AS,15,19542.02,51,1733.0,13.73,tablet,social,7,33.18,55.79,High Value
user_000611,1278.55,HN,cat_010,KY,14,17899.67,56,1598.0,23.21,desktop,affiliate,13,37.35,54.28,High Value
user_000612,1006.81,AM,cat_002,MA,14,14095.39,49,1689.0,26.53,tablet,social,13,36.0,47.58,Medium Value
user_000613,944.11,EC,cat_002,TX,24,22658.57,64,1870.0,23.44,tablet,search_engine,15,41.98,70.61,Premium
user_000614,859.41,CF,cat_019,CO,16,13750.53,39,1606.0,25.64,desktop,search_engine,10,31.32,46.33,Medium Value
user_000615,1287.48,MT,cat_002,GU,19,24462.13,48,1919.0,20.83,desktop,affiliate,10,35.04,67.18,Premium
user_000616,990.61,AG,cat_001,UT,10,9906.11,42,1804.0,11.9,tablet,direct,5,29.39,35.31,Low Value
user_000617,889.13,AO,cat_014,WA,19,16893.4,64,1643.0,23.44,desktop,social,15,40.85,57.51,Premium
user_000618,1158.6,VC,cat_010,AS,17,19696.15,52,1683.0,23.08,desktop,email,12,36.14,58.65,Premium
user_000619,1336.61,MA,cat_002,MH,13,17375.99,47,1763.0,14.89,desktop,direct,7,32.08,50.5,High Value
user_000620,810.88,IT,cat_001,DE,13,10541.42,51,1994.0,21.57,tablet,direct,11,36.84,41.55,Low Value
user_000621,973.04,KZ,cat_001,TX,10,9730.38,43,2036.0,16.28,desktop,affiliate,7,32.26,36.27,Low Value
user_000622,857.89,TN,cat_015,KS,18,15442.08,50,1829.0,26.0,tablet,search_engine,13,36.95,52.82,High Value
user_000623,1105.92,GD,cat_019,UT,12,13271.08,37,2040.0,16.22,mobile,affiliate,6,29.87,42.27,Low Value
user_000624,918.26,GQ,cat_013,SD,21,19283.55,40,2118.0,32.5,desktop,affiliate,13,36.34,60.74,Premium
user_000625,900.29,CM,cat_001,KY,24,21606.92,60,2014.0,30.0,desktop,email,18,43.07,69.39,Premium
user_000626,1288.92,WS,cat_020,FM,14,18044.89,56,1744.0,16.07,desktop,affiliate,9,35.94,53.91,High Value
user_000627,1545.87,MX,cat_013,AL,14,21642.13,42,1883.0,28.57,mobile,affiliate,12,34.79,59.2,Premium
user_000628,950.98,HU,cat_006,CA,17,16166.66,54,1750.0,27.78,mobile,social,15,38.68,54.07,High Value
user_000629,1149.87,NR,cat_017,NJ,19,21847.6,49,1977.0,26.53,desktop,affiliate,13,37.44,64.01,Premium
user_000630,1531.51,PY,cat_016,CT,17,26035.68,46,1757.0,17.39,tablet,direct,8,32.4,67.24,Premium
user_000631,1124.27,US,cat_017,CA,14,15739.75,52,1898.0,25.0,tablet,email,13,37.79,51.0,High Value
user_000632,1119.11,AU,cat_024,AR,12,13429.36,42,1703.0,7.14,mobile,email,3,27.46,41.48,Low Value
user_000633,1279.59,KI,cat_005,AR,15,19193.91,42,2096.0,19.05,tablet,affiliate,8,33.0,55.15,High Value
user_000634,853.42,MU,cat_017,LA,14,11947.91,65,1762.0,20.0,mobile,social,13,40.81,46.2,Medium Value
user_000635,1005.98,MV,cat_024,NH,15,15089.72,40,1704.0,25.0,mobile,search_engine,10,32.02,48.12,Medium Value
user_000636,1076.48,SI,cat_015,NH,16,17223.69,46,1771.0,23.91,desktop,direct,11,34.43,53.27,High Value
user_000637,1163.47,FI,cat_019,OR,18,20942.51,51,1666.0,27.45,desktop,affiliate,14,36.97,61.68,Premium
user_000638,1532.42,VN,cat_011,VA,12,18389.05,60,1801.0,13.33,desktop,search_engine,8,37.0,53.59,High Value
user_000639,1203.24,SG,cat_004,NE,21,25268.11,45,1868.0,28.89,tablet,search_engine,13,36.01,70.23,Premium
user_000640,1170.36,CY,cat_018,WI,17,19896.1,55,1725.0,21.82,tablet,search_engine,12,37.17,59.42,Premium
user_000641,1050.76,TZ,cat_012,NC,14,14710.65,54,1753.0,24.07,desktop,email,13,37.59,49.25,Medium Value
user_000642,1009.92,BF,cat_002,OH,21,21208.35,49,1852.0,22.45,desktop,email,11,35.6,63.52,Premium
user_000643,1019.01,BJ,cat_024,WY,14,14266.19,54,1907.0,24.07,desktop,search_engine,13,38.36,48.87,Medium Value
user_000644,1352.88,TT,cat_016,PR,16,21646.12,61,1783.0,11.48,mobile,search_engine,7,36.76,61.39,Premium
user_000645,1024.34,PH,cat_010,CT,23,23559.85,51,1560.0,29.41,desktop,affiliate,15,37.02,69.25,Premium
user_000646,1408.86,GR,cat_005,SC,19,26768.34,51,1596.0,21.57,desktop,social,11,34.85,70.81,Premium
user_000647,1416.08,LS,cat_002,WI,9,12744.69,50,1907.0,16.0,mobile,direct,8,34.34,41.35,Low Value
user_000648,1125.49,AG,cat_005,MN,10,11254.89,45,1546.0,8.89,mobile,social,4,28.4,37.05,Low Value
user_000649,1025.81,TV,cat_002,SC,18,18464.5,49,1916.0,22.45,tablet,affiliate,11,35.92,57.24,High Value
user_000650,849.09,IN,cat_011,IN,19,16132.64,67,1767.0,25.37,desktop,social,17,43.25,57.32,Premium
user_000651,1387.54,IN,cat_017,HI,18,24975.79,45,1562.0,31.11,tablet,search_engine,14,35.14,67.38,Premium
user_000652,1160.51,CG,cat_014,FM,16,18568.09,50,1720.0,20.0,tablet,affiliate,10,34.6,55.5,High Value
user_000653,1259.5,DO,cat_024,TN,17,21411.54,59,1903.0,16.95,mobile,direct,10,38.2,62.3,Premium
user_000654,798.67,CV,cat_021,DE,12,9584.0,41,1857.0,21.95,tablet,direct,9,32.27,37.37,Low Value
user_000655,1213.37,MR,cat_015,UT,20,24267.36,58,1627.0,22.41,mobile,email,13,38.06,68.84,Premium
user_000656,915.39,ET,cat_009,OR,7,6407.75,40,1954.0,17.5,mobile,affiliate,7,31.02,28.38,Low Value
user_000657,819.48,IT,cat_023,SC,14,11472.76,56,2059.0,16.07,desktop,direct,9,37.52,44.01,Medium Value
user_000658,1008.83,PW,cat_001,WY,17,17150.15,47,1974.0,27.66,tablet,email,13,36.97,54.91,High Value
user_000659,1024.9,KH,cat_017,FM,15,15373.44,55,1708.0,21.82,mobile,email,12,37.09,50.77,High Value
user_000660,1080.1,MD,cat_014,NC,20,21601.92,52,1697.0,26.92,desktop,direct,14,37.36,64.25,Premium
user_000661,1046.18,TV,cat_010,SC,16,16738.83,50,1960.0,18.0,mobile,affiliate,9,35.2,52.82,High Value
user_000662,1055.31,GM,cat_023,MO,14,14774.36,49,1702.0,24.49,desktop,direct,12,35.46,48.44,Medium Value
user_000663,1583.95,BS,cat_008,OH,13,20591.36,33,1696.0,3.03,tablet,direct,1,22.59,51.57,High Value
user_000664,1038.18,BB,cat_002,OR,21,21801.72,52,1503.0,34.62,desktop,affiliate,18,38.7,65.81,Premium
user_000665,1189.41,MN,cat_014,MT,25,29735.33,47,1985.0,27.66,desktop,direct,13,37.02,80.52,Premium
user_000666,1048.88,IN,cat_009,IN,18,18879.87,46,1458.0,19.57,desktop,affiliate,9,31.56,56.03,High Value
user_000667,1005.39,BA,cat_023,ND,14,14075.45,39,1850.0,23.08,mobile,direct,9,31.77,45.72,Medium Value
user_000668,1050.09,AZ,cat_016,MN,16,16801.48,54,2037.0,27.78,mobile,social,15,40.12,55.05,High Value
user_000669,1024.12,MA,cat_020,ID,15,15361.82,47,1934.0,21.28,desktop,email,10,34.85,49.78,Medium Value
user_000670,1055.12,LY,cat_017,LA,15,15826.73,56,1979.0,26.79,tablet,direct,15,40.33,52.9,High Value
user_000671,1199.59,TD,cat_002,NJ,13,15594.71,52,1880.0,15.38,desktop,direct,8,34.81,48.81,Medium Value
user_000672,1024.12,RS,cat_006,IN,19,19458.37,58,1710.0,24.14,desktop,email,14,38.99,60.83,Premium
user_000673,1097.64,BS,cat_018,MA,18,19757.58,49,1892.0,14.29,mobile,social,7,33.35,58.21,Premium
user_000674,1132.95,TH,cat_014,PR,16,18127.2,52,1642.0,21.15,mobile,search_engine,11,35.36,55.12,High Value
user_000675,1010.67,SB,cat_010,AL,14,14149.42,49,1752.0,32.65,desktop,search_engine,16,38.16,48.6,Medium Value
user_000676,1024.77,GB,cat_018,TX,11,11272.46,30,1718.0,20.0,desktop,affiliate,6,26.59,36.97,Low Value
user_000677,1306.4,AU,cat_012,OK,22,28740.87,54,2034.0,20.37,desktop,affiliate,11,37.88,77.3,Premium
user_000678,898.83,MX,cat_012,VI,16,14381.27,51,1976.0,19.61,desktop,direct,10,36.16,49.44,Medium Value
user_000679,854.61,PY,cat_006,ID,18,15382.97,59,1738.0,25.42,desktop,social,15,39.92,54.01,High Value
user_000680,1058.28,DO,cat_023,CO,21,22223.85,51,1696.0,21.57,desktop,direct,11,35.35,65.05,Premium
user_000681,1154.54,ER,cat_022,AK,9,10390.86,35,1889.0,14.29,desktop,search_engine,5,27.73,34.71,Low Value
user_000682,1110.56,KM,cat_017,LA,12,13326.68,47,1889.0,17.02,desktop,email,8,33.35,43.86,Medium Value
user_000683,943.05,NG,cat_024,MD,21,19804.08,48,1943.0,33.33,desktop,direct,16,38.91,62.69,Premium
user_000684,987.38,BJ,cat_015,WA,15,14810.71,48,1955.0,14.58,mobile,email,7,33.35,48.25,Medium Value
user_000685,866.69,NR,cat_002,ME,8,6933.52,53,1797.0,11.32,tablet,email,6,33.58,31.0,Low Value
user_000686,633.98,TZ,cat_003,ME,10,6339.84,51,1956.0,21.57,tablet,email,11,36.65,32.71,Low Value
user_000687,1500.32,PE,cat_006,FL,15,22504.82,65,1882.0,9.23,tablet,social,6,38.18,62.72,Premium
user_000688,1320.39,RW,cat_002,OK,19,25087.35,49,1619.0,22.45,mobile,search_engine,11,34.43,67.92,Premium
user_000689,850.68,ME,cat_010,MI,11,9357.48,56,1673.0,12.5,tablet,email,7,34.52,37.31,Low Value
user_000690,1154.22,HU,cat_007,MT,20,23084.37,62,1654.0,20.97,mobile,social,13,39.36,67.5,Premium
user_000691,979.35,TN,cat_011,UT,27,26442.46,48,1722.0,25.0,tablet,direct,12,35.31,75.82,Premium
user_000692,1060.12,YE,cat_005,KY,17,18022.05,56,1809.0,17.86,tablet,email,10,36.8,56.24,High Value
user_000693,1198.84,SA,cat_015,PW,14,16783.79,61,1763.0,13.11,desktop,search_engine,8,37.15,52.4,High Value
user_000694,949.55,LR,cat_014,NY,18,17091.85,47,1739.0,27.66,tablet,affiliate,13,35.79,54.98,High Value
user_000695,1168.37,BN,cat_013,AK,13,15188.8,47,1917.0,14.89,mobile,affiliate,7,32.85,47.31,Medium Value
user_000696,1042.76,FI,cat_008,PR,13,13555.86,48,1791.0,8.33,mobile,search_engine,4,30.65,43.73,Medium Value
user_000697,1243.59,AE,cat_014,TN,14,17410.3,46,1877.0,19.57,tablet,direct,9,33.66,51.9,High Value
user_000698,1060.06,PW,cat_014,DC,13,13780.84,44,1639.0,20.45,mobile,direct,9,31.93,44.64,Medium Value
user_000699,1412.93,EE,cat_009,CT,12,16955.14,44,1936.0,13.64,mobile,search_engine,6,31.37,48.85,Medium Value
user_000700,841.04,IR,cat_021,TX,23,19343.83,57,1608.0,22.81,tablet,direct,13,37.68,62.75,Premium
user_000701,1443.76,SN,cat_023,TX,7,10106.29,50,1905.0,10.0,mobile,search_engine,5,32.53,34.99,Low Value
user_000702,883.1,US,cat_014,AR,13,11480.34,52,1549.0,26.92,desktop,search_engine,14,36.62,42.97,Low Value
user_000703,1027.85,FR,cat_017,IA,18,18501.31,55,1632.0,18.18,mobile,email,10,35.61,57.17,High Value
user_000704,930.27,BY,cat_013,IN,13,12093.47,48,1880.0,14.58,tablet,affiliate,7,32.97,42.38,Low Value
user_000705,1059.06,SG,cat_011,MT,14,14826.85,52,1858.0,21.15,mobile,email,11,36.44,48.94,Medium Value
user_000706,827.49,MY,cat_012,ND,15,12412.36,56,2012.0,28.57,tablet,social,16,41.03,47.71,Medium Value
user_000707,1235.06,AL,cat_004,HI,18,22231.05,59,1848.0,20.34,desktop,direct,12,38.94,64.61,Premium
user_000708,1331.67,KM,cat_024,CA,13,17311.77,48,1948.0,12.5,tablet,email,6,32.69,50.66,High Value
user_000709,1215.74,KI,cat_017,MT,19,23099.08,37,1872.0,24.32,tablet,direct,9,31.46,63.44,Premium
